3.828125E+1	1.304800E+4	1.500000E+1	9.975547E+2	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.426940E+1	1.280045E-1	1.920695E+1	1.848355E-1	5.581976E-11	6.213219E-12	4.373244E-10	1.601127E-11	2.536514E-9	1.116456E-11	2.223364E-10	1.321465E-11	1.351069E-9	3.543728E-11	-1	-0.000000E+0	-1	-0.000000E+0	5.492352E-1	3.930489E-3	2.937922E-10	1.931373E-11	5.572746E-1	3.656419E-3	1.057293E-10	0.000000E+0	-4.632742E-11	2.271240E-12	9.245407E-10	6.847717E-12	1.195129E-9	1.209255E-11	1.232821E-11	3.284933E-12	-6.771058E-12	3.131004E-12
1.386328E+3	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.420314E+1	8.602560E-2	1.916942E+1	1.669533E-1	5.981603E-11	3.594983E-12	4.387744E-10	1.599330E-11	2.518618E-9	1.156236E-11	2.237379E-10	1.455945E-11	1.346737E-9	5.100976E-11	-1	-0.000000E+0	-1	-0.000000E+0	5.497809E-1	3.804108E-3	3.047758E-10	1.900549E-11	5.576742E-1	3.581005E-3	1.167752E-10	0.000000E+0	-4.909255E-11	2.876106E-12	9.142536E-10	6.718103E-12	1.196248E-9	1.220315E-11	6.757854E-12	3.324541E-12	-1.235841E-11	4.544358E-12
2.729906E+3	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.403351E+1	9.863668E-2	1.912704E+1	1.597347E-1	5.765971E-11	3.372567E-12	4.360924E-10	1.657110E-11	2.517406E-9	1.112711E-11	2.239866E-10	1.221740E-11	1.341530E-9	2.059790E-11	-1	-0.000000E+0	-1	-0.000000E+0	5.488871E-1	3.889393E-3	2.994322E-10	1.886945E-11	5.575281E-1	3.723364E-3	1.196269E-10	0.000000E+0	-4.982157E-11	3.960119E-12	9.152158E-10	6.515084E-12	1.199334E-9	1.229275E-11	5.625160E-12	2.755395E-12	-1.216810E-11	3.192941E-12
4.074016E+3	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.413271E+1	8.669889E-2	1.921156E+1	1.615493E-1	5.643039E-11	2.182105E-12	4.381979E-10	1.575413E-11	2.512822E-9	1.152179E-11	2.241323E-10	1.141913E-11	1.341827E-9	1.035655E-11	-1	-0.000000E+0	-1	-0.000000E+0	5.493770E-1	3.719589E-3	3.089029E-10	1.918686E-11	5.578934E-1	3.490165E-3	1.163515E-10	0.000000E+0	-5.106218E-11	3.880577E-12	9.131517E-10	6.792762E-12	1.199139E-9	1.189872E-11	7.309205E-12	2.647519E-12	-1.231652E-11	3.831044E-12
5.414453E+3	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.398918E+1	1.083522E-1	1.920189E+1	1.434212E-1	5.846855E-11	3.970889E-12	4.381448E-10	1.545934E-11	2.516107E-9	1.096644E-11	2.244998E-10	1.237625E-11	1.346398E-9	3.267683E-11	-1	-0.000000E+0	-1	-0.000000E+0	5.490977E-1	3.776086E-3	2.966163E-10	1.915010E-11	5.572574E-1	3.599206E-3	1.176555E-10	0.000000E+0	-5.123111E-11	2.966670E-12	9.116962E-10	6.740358E-12	1.198533E-9	1.210183E-11	6.165054E-12	4.036689E-12	-1.296844E-11	2.891806E-12
6.757071E+3	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.396341E+1	6.575730E-2	1.897960E+1	2.029625E-1	5.618620E-11	3.665193E-12	4.374098E-10	1.568977E-11	2.511193E-9	1.175946E-11	2.248369E-10	1.228543E-11	1.341760E-9	2.350218E-11	-1	-0.000000E+0	-1	-0.000000E+0	5.490203E-1	4.041024E-3	3.001619E-10	1.899476E-11	5.574594E-1	3.742683E-3	1.097664E-10	0.000000E+0	-5.326172E-11	2.618298E-12	9.102200E-10	7.110836E-12	1.199127E-9	1.215046E-11	6.134145E-12	5.658189E-12	-1.142422E-11	3.866333E-12
8.099297E+3	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.388174E+1	1.151935E-1	1.907139E+1	1.321358E-1	5.733349E-11	2.848014E-12	4.368540E-10	1.622217E-11	2.515049E-9	1.143590E-11	2.247479E-10	1.163957E-11	1.342723E-9	9.285099E-12	-1	-0.000000E+0	-1	-0.000000E+0	5.490676E-1	3.860772E-3	3.011944E-10	1.976716E-11	5.574422E-1	3.596375E-3	1.068866E-10	0.000000E+0	-5.137878E-11	2.703133E-12	9.116506E-10	6.573930E-12	1.201169E-9	1.219252E-11	6.223910E-12	3.170583E-12	-1.363185E-11	3.456512E-12
9.442164E+3	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.401631E+1	8.699967E-2	1.905579E+1	1.444544E-1	5.556631E-11	3.095363E-12	4.389381E-10	1.607799E-11	2.514851E-9	1.167059E-11	2.250269E-10	1.202136E-11	1.341242E-9	2.129487E-11	-1	-0.000000E+0	-1	-0.000000E+0	5.494586E-1	3.757018E-3	3.047697E-10	1.933953E-11	5.576184E-1	3.683398E-3	1.151631E-10	0.000000E+0	-5.202612E-11	2.425718E-12	9.107538E-10	6.858751E-12	1.201021E-9	1.192743E-11	5.646328E-12	2.751517E-12	-1.236374E-11	3.098727E-12
1.078516E+4	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.392376E+1	1.184349E-1	1.880146E+1	1.386304E-1	5.657774E-11	4.062258E-12	4.384687E-10	1.506528E-11	2.513239E-9	1.131348E-11	2.246179E-10	1.141458E-11	1.342180E-9	8.332299E-12	-1	-0.000000E+0	-1	-0.000000E+0	5.494156E-1	3.828564E-3	3.018816E-10	1.900735E-11	5.573563E-1	3.649605E-3	1.138437E-10	0.000000E+0	-5.316834E-11	3.209268E-12	9.104681E-10	6.996770E-12	1.201092E-9	1.230253E-11	4.196051E-12	2.691195E-12	-1.423546E-11	3.647734E-12
1.212677E+4	1.304800E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.975547E+2	0.000000E+0	2.398353E+1	9.043707E-2	1.883951E+1	1.227921E-1	5.552823E-11	3.777418E-12	4.380963E-10	1.618176E-11	2.511900E-9	1.104826E-11	2.250738E-10	1.144696E-11	1.344028E-9	8.233262E-12	-1	-0.000000E+0	-1	-0.000000E+0	5.495488E-1	3.860925E-3	2.960204E-10	1.886853E-11	5.576098E-1	3.599925E-3	1.049396E-10	0.000000E+0	-5.342059E-11	3.657602E-12	9.110702E-10	6.531766E-12	1.205366E-9	1.183807E-11	6.801049E-12	3.349409E-12	-1.321109E-11	2.550828E-12
