9292013 163700	1.3226E+04		1.2192E+03	9.1600E+00	6.3939E+02	2.9700E+00	1.9069E+00	8.7110E-01	1.0470E-07	1.0000E-02
9292013 173700	1.3227E+04		1.2193E+03	9.0600E+00	6.3929E+02	2.8000E+00	1.9072E+00	8.7120E-01	1.0557E-07	1.0000E-02
9292013 183700	1.3228E+04		1.2188E+03	8.9500E+00	6.3943E+02	2.6700E+00	1.9061E+00	8.7070E-01	1.0643E-07	1.0000E-02
9292013 193700	1.3229E+04		1.2180E+03	9.6700E+00	6.3941E+02	2.9400E+00	1.9049E+00	8.7010E-01	1.0730E-07	1.0000E-02
9292013 203700	1.3230E+04		1.2173E+03	1.0950E+01	6.3936E+02	3.0400E+00	1.9039E+00	8.6970E-01	1.0816E-07	1.0000E-02
9292013 213700	1.3231E+04		1.2186E+03	8.5900E+00	6.3924E+02	2.9000E+00	1.9063E+00	8.7080E-01	1.0903E-07	1.0000E-02
9292013 223700	1.3232E+04		1.2185E+03	1.0580E+01	6.3919E+02	2.8900E+00	1.9064E+00	8.7080E-01	1.0989E-07	1.0000E-02
9292013 233700	1.3233E+04		1.2178E+03	9.0400E+00	6.3915E+02	2.9300E+00	1.9053E+00	8.7030E-01	1.1076E-07	1.0000E-02
9302013 003700	1.3234E+04		1.2173E+03	9.5900E+00	6.3918E+02	2.8500E+00	1.9044E+00	8.6990E-01	1.1163E-07	1.0000E-02
9302013 013700	1.3235E+04		1.2192E+03	9.4200E+00	6.3923E+02	2.9100E+00	1.9072E+00	8.7120E-01	1.1249E-07	1.0000E-02
9302013 023700	1.3236E+04		1.2201E+03	8.1900E+00	6.3922E+02	2.7500E+00	1.9087E+00	8.7190E-01	1.1336E-07	1.0000E-02
9302013 033700	1.3237E+04		1.2197E+03	9.2300E+00	6.3922E+02	2.7400E+00	1.9081E+00	8.7160E-01	1.1422E-07	1.0000E-02
9302013 043700	1.3238E+04		1.2206E+03	1.0380E+01	6.3927E+02	2.8800E+00	1.9094E+00	8.7220E-01	1.1509E-07	1.0000E-02
9302013 053700	1.3239E+04		1.2204E+03	1.0650E+01	6.3945E+02	2.9500E+00	1.9084E+00	8.7180E-01	1.1595E-07	1.0000E-02
9302013 063700	1.3240E+04		1.2202E+03	1.0360E+01	6.3937E+02	3.0700E+00	1.9085E+00	8.7180E-01	1.1682E-07	1.0000E-02
9302013 073700	1.3241E+04		1.2202E+03	1.0640E+01	6.3923E+02	2.8900E+00	1.9089E+00	8.7200E-01	1.1768E-07	1.0000E-02
9302013 083700	1.3242E+04		1.2193E+03	8.9800E+00	6.3938E+02	2.8900E+00	1.9071E+00	8.7110E-01	1.1855E-07	1.0000E-02
9302013 093700	1.3243E+04		1.2195E+03	9.7800E+00	6.3945E+02	2.9600E+00	1.9072E+00	8.7120E-01	1.1941E-07	1.0000E-02
9302013 103700	1.3244E+04		1.2189E+03	9.9500E+00	6.3951E+02	2.6400E+00	1.9059E+00	8.7060E-01	1.2028E-07	1.0000E-02
9302013 113700	1.3245E+04		1.2160E+03	9.0200E+00	6.3948E+02	2.7400E+00	1.9016E+00	8.6860E-01	1.2114E-07	1.0000E-02
9302013 123700	1.3246E+04		1.2155E+03	1.0050E+01	6.3964E+02	2.8100E+00	1.9003E+00	8.6810E-01	1.2201E-07	1.0000E-02
9302013 133700	1.3247E+04		1.2155E+03	9.2100E+00	6.3954E+02	2.9300E+00	1.9006E+00	8.6820E-01	1.2287E-07	1.0000E-02
9302013 143700	1.3248E+04		1.2155E+03	9.1900E+00	6.3937E+02	2.8200E+00	1.9010E+00	8.6840E-01	1.2374E-07	1.0000E-02
9302013 153700	1.3249E+04		1.2154E+03	1.0390E+01	6.3941E+02	2.7300E+00	1.9009E+00	8.6830E-01	1.2461E-07	1.0000E-02
9302013 163700	1.3250E+04		1.2145E+03	1.0440E+01	6.3926E+02	2.8700E+00	1.8998E+00	8.6780E-01	1.2547E-07	1.0000E-02
9302013 173700	1.3251E+04		1.2153E+03	9.1300E+00	6.3932E+02	2.9200E+00	1.9009E+00	8.6830E-01	1.2634E-07	1.0000E-02
9302013 183700	1.3252E+04		1.2149E+03	8.9100E+00	6.3932E+02	2.8200E+00	1.9003E+00	8.6810E-01	1.2720E-07	1.0000E-02
9302013 193700	1.3253E+04		1.2182E+03	9.3400E+00	6.3918E+02	2.8800E+00	1.9059E+00	8.7060E-01	1.2807E-07	1.0000E-02
9302013 203700	1.3254E+04		1.2196E+03	9.8900E+00	6.3917E+02	3.0400E+00	1.9080E+00	8.7160E-01	1.2893E-07	1.0000E-02
9302013 213700	1.3255E+04		1.2195E+03	1.0030E+01	6.3911E+02	2.9800E+00	1.9081E+00	8.7160E-01	1.2980E-07	1.0000E-02
9302013 223700	1.3256E+04		1.2188E+03	1.0170E+01	6.3911E+02	2.8000E+00	1.9069E+00	8.7110E-01	1.3066E-07	1.0000E-02
9302013 233700	1.3257E+04		1.2171E+03	1.0300E+01	6.3910E+02	2.9600E+00	1.9044E+00	8.6990E-01	1.3153E-07	1.0000E-02
11013 037	1.3258E+04		1.2189E+03	1.0500E+01	6.3912E+02	2.8600E+00	1.9071E+00	8.7120E-01	1.3239E-07	1.0000E-02
11013 137	1.3259E+04		1.2176E+03	9.1000E+00	6.3911E+02	2.9400E+00	1.9052E+00	8.7030E-01	1.3326E-07	1.0000E-02
11013 237	1.3260E+04		1.2174E+03	8.8100E+00	6.3924E+02	2.8400E+00	1.9044E+00	8.6990E-01	1.3412E-07	1.0000E-02
11013 337	1.3261E+04		1.2173E+03	9.0100E+00	6.3917E+02	2.9200E+00	1.9044E+00	8.6990E-01	1.3499E-07	1.0000E-02
11013 437	1.3262E+04		1.2185E+03	8.0900E+00	6.3920E+02	3.1000E+00	1.9063E+00	8.7080E-01	1.3585E-07	1.0000E-02
11013 537	1.3263E+04		1.2191E+03	9.7400E+00	6.3935E+02	2.6700E+00	1.9067E+00	8.7100E-01	1.3672E-07	1.0000E-02
11013 637	1.3264E+04		1.2176E+03	9.1700E+00	6.3923E+02	2.9600E+00	1.9047E+00	8.7010E-01	1.3758E-07	1.0000E-02
11013 737	1.3265E+04		1.2215E+03	9.8700E+00	6.3931E+02	2.7500E+00	1.9107E+00	8.7280E-01	1.3845E-07	1.0000E-02
11013 837	1.3266E+04		1.2228E+03	9.6300E+00	6.3944E+02	2.7500E+00	1.9122E+00	8.7350E-01	1.3932E-07	1.0000E-02
11013 937	1.3267E+04		1.2224E+03	8.8200E+00	6.3938E+02	2.8100E+00	1.9119E+00	8.7340E-01	1.4018E-07	1.0000E-02
11013 1037	1.3268E+04		1.2226E+03	1.0330E+01	6.3946E+02	2.9500E+00	1.9119E+00	8.7340E-01	1.4105E-07	1.0000E-02
11013 1137	1.3269E+04		1.2223E+03	9.9200E+00	6.3948E+02	2.8800E+00	1.9114E+00	8.7310E-01	1.4191E-07	1.0000E-02
11013 1237	1.3270E+04		1.2228E+03	9.1300E+00	6.3957E+02	3.1000E+00	1.9119E+00	8.7330E-01	1.4278E-07	1.0000E-02
11013 1337	1.3271E+04		1.2235E+03	8.2300E+00	6.3967E+02	2.8300E+00	1.9126E+00	8.7370E-01	1.4364E-07	1.0000E-02
11013 1437	1.3272E+04		1.2216E+03	8.6800E+00	6.3969E+02	2.7600E+00	1.9097E+00	8.7240E-01	1.4451E-07	1.0000E-02
11013 1537	1.3273E+04		1.2215E+03	9.4400E+00	6.3959E+02	2.8100E+00	1.9097E+00	8.7240E-01	1.4537E-07	1.0000E-02
11013 1637	1.3274E+04		1.2228E+03	9.5800E+00	6.3954E+02	2.6600E+00	1.9120E+00	8.7340E-01	1.4624E-07	1.0000E-02
11013 1737	1.3275E+04		1.2224E+03	1.0510E+01	6.3952E+02	2.8100E+00	1.9114E+00	8.7310E-01	1.4710E-07	1.0000E-02
11013 1837	1.3276E+04		1.2230E+03	1.0300E+01	6.3961E+02	3.0400E+00	1.9121E+00	8.7350E-01	1.4797E-07	1.0000E-02
11013 1937	1.3277E+04		1.2228E+03	9.8200E+00	6.3962E+02	2.8900E+00	1.9117E+00	8.7330E-01	1.4883E-07	1.0000E-02
11013 2037	1.3278E+04		1.2224E+03	9.9800E+00	6.3961E+02	2.9200E+00	1.9111E+00	8.7300E-01	1.4970E-07	1.0000E-02
11013 2137	1.3279E+04		1.2227E+03	9.1000E+00	6.3970E+02	2.8500E+00	1.9113E+00	8.7310E-01	1.5056E-07	1.0000E-02
11013 2237	1.3280E+04		1.2231E+03	9.2400E+00	6.3949E+02	2.8700E+00	1.9126E+00	8.7370E-01	1.5143E-07	1.0000E-02
11013 2337	1.3281E+04		1.2229E+03	9.2600E+00	6.3966E+02	2.8000E+00	1.9118E+00	8.7330E-01	1.5230E-07	1.0000E-02
