06062012 1559	1706	16.2	18.4	28.8
06062012 1659	1707	16.2	18.4	28.8
06062012 1759	1708	16.2	18.6	29
06062012 1859	1709	16.2	18.6	29
06062012 1959	1710	16	18.6	29
06062012 2059	1711	16	18.6	29
06062012 2159	1712	16	18.6	29
06062012 2259	1713	16	18.6	29
06062012 2359	1714	16	18.6	29
06072012 0059	1715	16	18.6	29
06072012 0159	1716	16	18.6	29.2
06072012 0259	1717	16	18.6	29.2
06072012 0359	1718	16	18.6	29.2
06072012 0459	1719	16	18.6	29.2
06072012 0559	1720	16	18.6	29.4
06072012 0659	1721	16	18.6	29.4
06072012 0759	1722	16	18.8	29.4
06072012 0859	1723	16	18.8	29.4
06072012 0959	1724	16.2	18.8	29.6
06072012 1059	1725	16.2	18.8	29.6
06072012 1159	1726	16.2	18.8	29.4
06072012 1259	1727	16.2	18.8	29.6
06072012 1359	1728	16.2	18.8	29.6
06072012 1459	1729	16.2	18.8	29.6
06072012 1559	1730	16.2	18.8	29.6
06072012 1659	1731	16.2	18.8	29.4
06072012 1759	1732	16.2	18.8	29
06072012 1859	1733	16.2	18.6	28.8
06072012 1959	1734	16.2	18.6	28.8
06072012 2059	1735	16.2	18.6	28.8
06072012 2159	1736	16.2	18.6	28.8
06072012 2259	1737	16.2	18.6	28.8
06072012 2359	1738	16.2	18.6	29
06082012 0059	1739	16.2	18.6	29
06082012 0159	1740	16.2	18.6	29
06082012 0259	1741	16.2	18.6	29
06082012 0359	1742	16.2	18.4	28.8
06082012 0459	1743	16	18.6	28.8
06082012 0559	1744	16	18.6	28.6
06082012 0659	1745	16	18.4	28.6
06082012 0759	1746	16	18.4	29.4
06082012 0859	1747	16.2	18.6	29.6
06082012 0959	1748	16.2	18.6	29.6
06082012 1059	1749	16.2	18.6	29.6
06082012 1159	1750	16.2	18.6	29
06082012 1259	1751	16.2	18.6	29
06082012 1359	1752	16.2	18.6	28.8
06082012 1459	1753	16.2	18.6	28.8
06082012 1559	1754	16	18.4	28.8
06082012 1659	1755	16.2	18.4	28.8
06082012 1759	1756	16.2	18.4	28.8
06082012 1859	1757	16.2	18.4	28.8
06082012 1959	1758	16	18.4	28.6
06082012 2059	1759	16	18.4	28.6
06082012 2159	1760	16	18.4	28.6
06082012 2259	1761	16	18.4	28.6
06082012 2359	1762	16	18.4	28.4
06092012 0059	1763	16	18.4	28.4
06092012 0159	1764	16	18.4	28.2
06092012 0259	1765	16	18.2	28.2
06092012 0359	1766	16	18.2	28.2
06092012 0459	1767	16	18.2	28
06092012 0559	1768	16	18.2	28
06092012 0659	1769	16	18.2	28
06092012 0759	1770	16	18.2	28
06092012 0859	1771	16	18.2	28
06092012 0959	1772	16	18.2	28
06092012 1059	1773	16	18.2	28.2
06092012 1159	1774	16	18.2	28.2
06092012 1259	1775	16	18.4	28.2
06092012 1359	1776	16	18.4	28.4
06092012 1459	1777	16	18.4	28.4
