2.45E+01	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.04E-01	3.49E+01	2.25E-01	4.67E-11	4.65E-12	-1	0.00E+00	-1	0.00E+00	5.28E-10	1.98E-11	5.17E-10	1.08E-11	-1	0.00E+00	-1	0.00E+00	5.52E-01	1.03E-02	4.55E-12	3.75E-11	5.64E-01	9.59E-03	1.26E-13	2.77E-11
3.85E+01	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	8.28E-02	3.39E+01	1.73E-01	4.63E-11	1.92E-12	-1	0.00E+00	-1	0.00E+00	5.27E-10	1.95E-11	5.17E-10	1.10E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
9.44E+02	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	1.20E-01	3.37E+01	1.42E-01	4.54E-11	6.80E-12	-1	0.00E+00	-1	0.00E+00	5.26E-10	1.87E-11	5.18E-10	1.09E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
1.59E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	9.15E-02	3.36E+01	1.61E-01	4.33E-11	3.45E-12	-1	0.00E+00	-1	0.00E+00	5.25E-10	1.91E-11	5.18E-10	1.09E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
2.23E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.10E-01	3.32E+01	1.42E-01	4.50E-11	3.02E-12	-1	0.00E+00	-1	0.00E+00	5.29E-10	2.06E-11	5.20E-10	1.38E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
2.88E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.02E-02	3.29E+01	1.67E-01	4.11E-11	4.31E-12	-1	0.00E+00	-1	0.00E+00	5.27E-10	1.94E-11	5.18E-10	1.17E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
3.53E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	1.03E-01	3.27E+01	1.16E-01	4.35E-11	2.51E-12	-1	0.00E+00	-1	0.00E+00	5.23E-10	1.97E-11	5.17E-10	1.18E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
4.17E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	8.12E-02	3.28E+01	1.61E-01	4.40E-11	6.94E-12	-1	0.00E+00	-1	0.00E+00	5.26E-10	1.98E-11	5.19E-10	1.33E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
4.82E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.42E-02	3.24E+01	1.58E-01	4.03E-11	4.78E-12	-1	0.00E+00	-1	0.00E+00	5.29E-10	2.10E-11	5.18E-10	1.15E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
5.46E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.41E-02	3.22E+01	1.44E-01	4.01E-11	2.76E-12	-1	0.00E+00	-1	0.00E+00	5.29E-10	1.98E-11	5.18E-10	1.27E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
6.10E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.56E-02	3.21E+01	1.49E-01	4.09E-11	5.02E-12	-1	0.00E+00	-1	0.00E+00	5.26E-10	2.06E-11	5.18E-10	1.19E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
6.75E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	8.51E-02	3.21E+01	1.44E-01	4.13E-11	2.63E-12	-1	0.00E+00	-1	0.00E+00	5.28E-10	2.23E-11	5.21E-10	1.70E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
7.39E+03	7.61E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.08E-01	3.18E+01	1.70E-01	3.91E-11	4.18E-12	-1	0.00E+00	-1	0.00E+00	5.27E-10	1.98E-11	5.19E-10	1.23E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
