2.45E+01	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.04E-01	3.49E+01	2.25E-01	6.80E-11	4.86E-12	-1	0.00E+00	-1	0.00E+00	4.33E-10	1.96E-11	4.09E-10	6.94E-12	-1	0.00E+00	-1	0.00E+00	5.52E-01	9.89E-03	1.61E-12	3.12E-11	5.64E-01	9.22E-03	2.82E-12	2.91E-11
3.85E+01	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	8.28E-02	3.39E+01	1.73E-01	6.52E-11	4.82E-12	-1	0.00E+00	-1	0.00E+00	4.32E-10	1.89E-11	4.11E-10	6.87E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
9.44E+02	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	1.20E-01	3.37E+01	1.42E-01	6.37E-11	7.96E-12	-1	0.00E+00	-1	0.00E+00	4.32E-10	1.87E-11	4.09E-10	6.98E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
1.59E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	9.15E-02	3.36E+01	1.61E-01	6.23E-11	7.53E-12	-1	0.00E+00	-1	0.00E+00	4.30E-10	2.03E-11	4.09E-10	7.33E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
2.23E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.10E-01	3.32E+01	1.42E-01	6.04E-11	2.71E-12	-1	0.00E+00	-1	0.00E+00	4.31E-10	1.96E-11	4.10E-10	7.56E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
2.88E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.02E-02	3.29E+01	1.67E-01	6.09E-11	6.18E-12	-1	0.00E+00	-1	0.00E+00	4.30E-10	1.92E-11	4.09E-10	6.71E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
3.53E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	1.03E-01	3.27E+01	1.16E-01	5.77E-11	3.30E-12	-1	0.00E+00	-1	0.00E+00	4.30E-10	2.05E-11	4.09E-10	7.65E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
4.17E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	8.12E-02	3.28E+01	1.61E-01	6.20E-11	3.86E-12	-1	0.00E+00	-1	0.00E+00	4.28E-10	1.94E-11	4.09E-10	7.49E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
4.82E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.42E-02	3.24E+01	1.58E-01	6.12E-11	4.30E-12	-1	0.00E+00	-1	0.00E+00	4.33E-10	2.00E-11	4.09E-10	9.64E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
5.46E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.41E-02	3.22E+01	1.44E-01	6.03E-11	5.60E-12	-1	0.00E+00	-1	0.00E+00	4.31E-10	2.00E-11	4.10E-10	7.83E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
6.10E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.56E-02	3.21E+01	1.49E-01	6.02E-11	3.68E-12	-1	0.00E+00	-1	0.00E+00	4.31E-10	1.94E-11	4.08E-10	8.15E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
6.75E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	8.51E-02	3.21E+01	1.44E-01	5.69E-11	1.75E-12	-1	0.00E+00	-1	0.00E+00	4.29E-10	1.98E-11	4.09E-10	7.19E-12	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
7.39E+03	7.16E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.08E-01	3.18E+01	1.70E-01	5.87E-11	5.18E-12	-1	0.00E+00	-1	0.00E+00	4.32E-10	2.14E-11	4.10E-10	1.11E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
