2.45E+01	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.04E-01	3.49E+01	2.25E-01	7.18E-11	5.62E-12	-1	0.00E+00	-1	0.00E+00	5.70E-10	3.71E-11	9.10E-10	1.13E-11	-1	0.00E+00	-1	0.00E+00	5.56E-01	7.65E-03	3.88E-12	5.69E-11	5.63E-01	9.45E-03	-2.73E-12	3.44E-11
3.85E+01	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	8.28E-02	3.39E+01	1.73E-01	6.67E-11	4.41E-12	-1	0.00E+00	-1	0.00E+00	5.70E-10	3.89E-11	9.10E-10	1.39E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
9.44E+02	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	1.20E-01	3.37E+01	1.42E-01	6.70E-11	4.46E-12	-1	0.00E+00	-1	0.00E+00	5.70E-10	3.83E-11	9.12E-10	1.73E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
1.59E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	9.15E-02	3.36E+01	1.61E-01	6.32E-11	4.98E-12	-1	0.00E+00	-1	0.00E+00	5.69E-10	3.77E-11	9.10E-10	1.42E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
2.23E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.10E-01	3.32E+01	1.42E-01	6.39E-11	5.82E-12	-1	0.00E+00	-1	0.00E+00	5.75E-10	4.19E-11	9.18E-10	3.39E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
2.88E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.02E-02	3.29E+01	1.67E-01	6.40E-11	4.90E-12	-1	0.00E+00	-1	0.00E+00	5.68E-10	3.65E-11	9.09E-10	1.34E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
3.53E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	1.03E-01	3.27E+01	1.16E-01	6.17E-11	3.82E-12	-1	0.00E+00	-1	0.00E+00	5.69E-10	3.91E-11	9.09E-10	1.41E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
4.17E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	8.12E-02	3.28E+01	1.61E-01	6.06E-11	3.74E-12	-1	0.00E+00	-1	0.00E+00	5.70E-10	3.76E-11	9.09E-10	1.83E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
4.82E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.42E-02	3.24E+01	1.58E-01	6.27E-11	3.81E-12	-1	0.00E+00	-1	0.00E+00	5.69E-10	3.75E-11	9.09E-10	1.73E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
5.46E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.41E-02	3.22E+01	1.44E-01	6.24E-11	2.03E-12	-1	0.00E+00	-1	0.00E+00	5.68E-10	3.69E-11	9.08E-10	1.58E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
6.10E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	9.56E-02	3.21E+01	1.49E-01	6.04E-11	3.85E-12	-1	0.00E+00	-1	0.00E+00	5.68E-10	3.59E-11	9.09E-10	1.34E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
6.75E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.16E+01	8.51E-02	3.21E+01	1.44E-01	5.84E-11	3.34E-12	-1	0.00E+00	-1	0.00E+00	5.70E-10	3.69E-11	9.10E-10	1.35E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
7.39E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	1.08E-01	3.18E+01	1.70E-01	5.91E-11	2.25E-12	-1	0.00E+00	-1	0.00E+00	5.70E-10	3.83E-11	9.09E-10	1.28E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
8.03E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	6.79E-02	3.14E+01	1.26E-01	5.85E-11	1.47E-12	-1	0.00E+00	-1	0.00E+00	5.69E-10	3.60E-11	9.07E-10	1.21E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
8.67E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	5.10E-02	3.12E+01	9.57E-02	5.97E-11	4.91E-12	-1	0.00E+00	-1	0.00E+00	5.68E-10	3.86E-11	9.06E-10	1.38E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
9.32E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.17E+01	4.70E-02	3.11E+01	8.12E-02	6.01E-11	4.65E-12	-1	0.00E+00	-1	0.00E+00	5.68E-10	3.61E-11	9.06E-10	1.21E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
9.96E+03	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	1.05E-01	3.08E+01	2.02E-01	5.73E-11	2.32E-12	-1	0.00E+00	-1	0.00E+00	5.68E-10	3.66E-11	9.05E-10	1.23E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
1.06E+04	7.55E+03	0.00E+00	4.00E+00	1.00E+01	4.00E+00	0.00E+00	0.00E+00	5.00E+00	1.00E+01	0.00E+00	2.18E+01	6.36E-02	3.04E+01	1.46E-01	5.78E-11	1.47E-12	-1	0.00E+00	-1	0.00E+00	5.67E-10	3.58E-11	9.06E-10	1.47E-11	-1	0.00E+00	-1	0.00E+00	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1	0.00E+00	-1
