9242013 153734	0.000000E+00	1.640000E+01	1.880000E+01	3.220000E+01	2.300000E+01	2.700000E+01
9242013 163734	1.000300E+00	1.640000E+01	1.880000E+01	3.260000E+01	2.280000E+01	2.700000E+01
9242013 173734	2.000300E+00	1.640000E+01	1.880000E+01	3.260000E+01	2.220000E+01	2.700000E+01
9242013 183734	3.000300E+00	1.640000E+01	1.900000E+01	3.240000E+01	2.200000E+01	2.720000E+01
9242013 193734	4.000300E+00	1.640000E+01	1.900000E+01	3.220000E+01	2.240000E+01	2.720000E+01
9242013 203734	5.000300E+00	1.640000E+01	1.900000E+01	3.220000E+01	2.220000E+01	2.720000E+01
9242013 213734	6.000300E+00	1.640000E+01	1.900000E+01	3.220000E+01	2.240000E+01	2.740000E+01
9242013 223734	7.000300E+00	1.640000E+01	1.900000E+01	3.220000E+01	2.240000E+01	2.740000E+01
9242013 233734	8.000300E+00	1.640000E+01	1.900000E+01	3.220000E+01	2.220000E+01	2.740000E+01
9252013 003734	9.000300E+00	1.640000E+01	1.900000E+01	3.200000E+01	2.180000E+01	2.740000E+01
9252013 013734	1.000030E+01	1.640000E+01	1.900000E+01	3.200000E+01	2.220000E+01	2.740000E+01
9252013 023734	1.100030E+01	1.640000E+01	1.900000E+01	3.200000E+01	2.200000E+01	2.740000E+01
9252013 033734	1.200030E+01	1.640000E+01	1.900000E+01	3.200000E+01	2.180000E+01	2.740000E+01
9252013 043734	1.300030E+01	1.640000E+01	1.900000E+01	3.180000E+01	2.200000E+01	2.760000E+01
9252013 053734	1.400030E+01	1.640000E+01	1.900000E+01	3.180000E+01	2.160000E+01	2.760000E+01
9252013 063734	1.500030E+01	1.640000E+01	1.900000E+01	3.180000E+01	2.160000E+01	2.760000E+01
9252013 073734	1.600030E+01	1.640000E+01	1.900000E+01	3.180000E+01	2.140000E+01	2.760000E+01
9252013 083734	1.700030E+01	1.640000E+01	1.900000E+01	3.180000E+01	2.140000E+01	2.760000E+01
9252013 093734	1.800030E+01	1.640000E+01	1.900000E+01	3.180000E+01	2.160000E+01	2.780000E+01
9252013 103734	1.900030E+01	1.620000E+01	1.880000E+01	3.200000E+01	2.220000E+01	2.540000E+01
9252013 113734	2.000030E+01	1.620000E+01	1.840000E+01	3.220000E+01	2.200000E+01	2.720000E+01
9252013 123734	2.100030E+01	1.640000E+01	1.880000E+01	3.240000E+01	2.220000E+01	2.760000E+01
9252013 133734	2.200030E+01	1.640000E+01	1.900000E+01	3.240000E+01	2.200000E+01	2.780000E+01
9252013 143734	2.300030E+01	1.640000E+01	1.900000E+01	3.280000E+01	2.280000E+01	2.780000E+01
9252013 153734	2.400030E+01	1.640000E+01	1.920000E+01	3.300000E+01	2.300000E+01	2.780000E+01
9252013 163734	2.500030E+01	1.640000E+01	1.920000E+01	3.340000E+01	2.360000E+01	2.800000E+01
9252013 173734	2.600030E+01	1.640000E+01	1.920000E+01	3.340000E+01	2.300000E+01	2.820000E+01
9252013 183734	2.700030E+01	1.640000E+01	1.920000E+01	3.320000E+01	2.320000E+01	2.820000E+01
9252013 193734	2.800030E+01	1.640000E+01	1.940000E+01	3.300000E+01	2.320000E+01	2.820000E+01
9252013 203734	2.900030E+01	1.640000E+01	1.940000E+01	3.300000E+01	2.320000E+01	2.840000E+01
9252013 213734	3.000030E+01	1.640000E+01	1.940000E+01	3.300000E+01	2.280000E+01	2.840000E+01
9252013 223734	3.100030E+01	1.640000E+01	1.940000E+01	3.300000E+01	2.320000E+01	2.840000E+01
9252013 233734	3.200030E+01	1.640000E+01	1.940000E+01	3.300000E+01	2.260000E+01	2.840000E+01
9262013 003734	3.300030E+01	1.640000E+01	1.940000E+01	3.300000E+01	2.240000E+01	2.860000E+01
9262013 013734	3.400030E+01	1.640000E+01	1.940000E+01	3.280000E+01	2.280000E+01	2.860000E+01
9262013 023734	3.500030E+01	1.640000E+01	1.960000E+01	3.280000E+01	2.220000E+01	2.860000E+01
9262013 033734	3.600030E+01	1.640000E+01	1.960000E+01	3.260000E+01	2.220000E+01	2.860000E+01
9262013 043734	3.700030E+01	1.640000E+01	1.960000E+01	3.260000E+01	2.260000E+01	2.860000E+01
9262013 053734	3.800030E+01	1.640000E+01	1.960000E+01	3.260000E+01	2.220000E+01	2.860000E+01
9262013 063734	3.900030E+01	1.640000E+01	1.960000E+01	3.240000E+01	2.220000E+01	2.860000E+01
9262013 073734	4.000030E+01	1.640000E+01	1.960000E+01	3.240000E+01	2.280000E+01	2.860000E+01
9262013 083734	4.100030E+01	1.640000E+01	1.960000E+01	3.220000E+01	2.200000E+01	2.860000E+01
9262013 093734	4.200030E+01	1.640000E+01	1.960000E+01	3.220000E+01	2.200000E+01	2.860000E+01
9262013 103734	4.300030E+01	1.640000E+01	1.960000E+01	3.220000E+01	2.220000E+01	2.860000E+01
9262013 113734	4.400030E+01	1.640000E+01	1.960000E+01	3.220000E+01	2.200000E+01	2.860000E+01
9262013 123734	4.500030E+01	1.640000E+01	1.960000E+01	3.240000E+01	2.240000E+01	2.840000E+01
9262013 133734	4.600030E+01	1.640000E+01	1.960000E+01	3.260000E+01	2.320000E+01	2.860000E+01
9262013 143734	4.700030E+01	1.640000E+01	1.960000E+01	3.320000E+01	2.360000E+01	2.860000E+01
9262013 153734	4.800030E+01	1.640000E+01	1.960000E+01	3.320000E+01	2.320000E+01	2.860000E+01
9262013 163734	4.900030E+01	1.640000E+01	1.960000E+01	3.340000E+01	2.340000E+01	2.860000E+01
9262013 173734	5.000030E+01	1.640000E+01	1.960000E+01	3.360000E+01	2.320000E+01	2.880000E+01
9262013 183734	5.100030E+01	1.640000E+01	1.960000E+01	3.320000E+01	2.280000E+01	2.880000E+01
9262013 193734	5.200030E+01	1.640000E+01	1.960000E+01	3.300000E+01	2.260000E+01	2.880000E+01
9262013 203734	5.300030E+01	1.640000E+01	1.960000E+01	3.300000E+01	2.300000E+01	2.880000E+01
9262013 213734	5.400030E+01	1.640000E+01	1.960000E+01	3.300000E+01	2.280000E+01	2.880000E+01
9262013 223734	5.500030E+01	1.640000E+01	1.960000E+01	3.280000E+01	2.260000E+01	2.900000E+01
9262013 233734	5.600030E+01	1.640000E+01	1.960000E+01	3.280000E+01	2.320000E+01	2.900000E+01
9272013 003734	5.700030E+01	1.640000E+01	1.960000E+01	3.260000E+01	2.260000E+01	2.900000E+01
9272013 013734	5.800030E+01	1.660000E+01	1.960000E+01	3.240000E+01	2.280000E+01	2.900000E+01
