2.082813E+1	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.375103E+1	1.557530E-1	5.322439E+1	2.435821E-1	1.390313E-9	7.196486E-11	6.639986E-10	1.599776E-11	1.629531E-9	9.468335E-12	8.558277E-10	1.691978E-11	2.790733E-9	1.095912E-11	0.000000E+0	-1	0.000000E+0	-1	5.508594E-1	1.080494E-2	9.127157E-10	1.040697E-11	5.729883E-1	1.060239E-2	7.050191E-10	0.000000E+0	1.296268E-9	5.324873E-12	1.623765E-9	9.919986E-12	1.809586E-9	1.669344E-11
9.484219E+2	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.367271E+1	9.795597E-2	5.076266E+1	1.462056E-1	1.330986E-9	4.764296E-12	6.635026E-10	1.719509E-11	1.623913E-9	1.050448E-11	8.520793E-10	1.647073E-11	2.783145E-9	1.102931E-11	0.000000E+0	-1	0.000000E+0	-1	5.510742E-1	1.116778E-2	9.085928E-10	1.031028E-11	5.719141E-1	1.048076E-2	7.032767E-10	0.000000E+0	1.257397E-9	3.281852E-12	1.628272E-9	1.016239E-11	1.806068E-9	1.723815E-11
2.245844E+3	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.362383E+1	1.141371E-1	5.173497E+1	2.106136E-1	1.291244E-9	6.603699E-12	6.626991E-10	1.613140E-11	1.619977E-9	1.004160E-11	8.529045E-10	1.665306E-11	2.778142E-9	1.056224E-11	0.000000E+0	-1	0.000000E+0	-1	5.530078E-1	1.040934E-2	9.046025E-10	1.082661E-11	5.699805E-1	1.120113E-2	7.022555E-10	0.000000E+0	1.220180E-9	2.187836E-12	1.617073E-9	1.021835E-11	1.803454E-9	1.711637E-11
3.536047E+3	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.368697E+1	1.359499E-1	5.247381E+1	2.172576E-1	1.309795E-9	5.424083E-12	6.619966E-10	1.630494E-11	1.618584E-9	9.994639E-12	8.514723E-10	1.671443E-11	2.774996E-9	1.104574E-11	0.000000E+0	-1	0.000000E+0	-1	5.527930E-1	1.006086E-2	9.065547E-10	1.149578E-11	5.689062E-1	1.078766E-2	7.109574E-10	0.000000E+0	1.239112E-9	2.835194E-12	1.616480E-9	9.926850E-12	1.800592E-9	1.705877E-11
4.827219E+3	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.367345E+1	9.987890E-2	5.094895E+1	1.927380E-1	1.275419E-9	6.699295E-12	6.602426E-10	1.667871E-11	1.618685E-9	9.628165E-12	8.502354E-10	1.696934E-11	2.768836E-9	1.109429E-11	0.000000E+0	-1	0.000000E+0	-1	5.502148E-1	1.178529E-2	9.072687E-10	1.144660E-11	5.708398E-1	1.111757E-2	7.027109E-10	0.000000E+0	1.204857E-9	1.996088E-12	1.613045E-9	9.769140E-12	1.799989E-9	1.748616E-11
6.119531E+3	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.369482E+1	1.252724E-1	5.332102E+1	1.775592E-1	1.287431E-9	5.389931E-12	6.611758E-10	1.664612E-11	1.614305E-9	9.818063E-12	8.499876E-10	1.649468E-11	2.739702E-9	1.158952E-11	0.000000E+0	-1	0.000000E+0	-1	5.512891E-1	1.067470E-2	9.125316E-10	9.399435E-12	5.757813E-1	9.656508E-3	7.061420E-10	0.000000E+0	1.218207E-9	2.948522E-12	1.619169E-9	1.025567E-11	1.798917E-9	1.707348E-11
7.411422E+3	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.366555E+1	9.097031E-2	5.149855E+1	2.128356E-1	1.266086E-9	5.128290E-12	6.602039E-10	1.681479E-11	1.619711E-9	9.627687E-12	8.496659E-10	1.712674E-11	2.759649E-9	1.099137E-11	0.000000E+0	-1	0.000000E+0	-1	5.545117E-1	9.004403E-3	9.156469E-10	1.029572E-11	5.736328E-1	1.035545E-2	7.008146E-10	0.000000E+0	1.193631E-9	3.017287E-12	1.612037E-9	1.015676E-11	1.794332E-9	1.743977E-11
8.704094E+3	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.373063E+1	1.142834E-1	5.179997E+1	1.961749E-1	1.280921E-9	5.135769E-12	6.611268E-10	1.634184E-11	1.606038E-9	1.017181E-11	8.493952E-10	1.685960E-11	2.758828E-9	1.165978E-11	0.000000E+0	-1	0.000000E+0	-1	5.512891E-1	1.110289E-2	9.107048E-10	9.733531E-12	5.716992E-1	1.096556E-2	6.966738E-10	0.000000E+0	1.210184E-9	1.927365E-12	1.612412E-9	1.042583E-11	1.794314E-9	1.767617E-11
9.994859E+3	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.369406E+1	1.150965E-1	5.036747E+1	1.784781E-1	1.258612E-9	6.504783E-12	6.602032E-10	1.648277E-11	1.599847E-9	9.860974E-12	8.506484E-10	1.626028E-11	2.759154E-9	1.163212E-11	0.000000E+0	-1	0.000000E+0	-1	5.532227E-1	9.835902E-3	9.042222E-10	1.207986E-11	5.701953E-1	1.118656E-2	6.973298E-10	0.000000E+0	1.184709E-9	1.885254E-12	1.617854E-9	9.623383E-12	1.798375E-9	1.748063E-11
1.128725E+4	1.292000E+4	1.500000E+1	9.997656E+1	1.000000E+2	1.000000E+2	1.000000E+0	9.997656E+1	0.000000E+0	2.368879E+1	1.239986E-1	5.328653E+1	1.672596E-1	1.262223E-9	7.575164E-12	6.601162E-10	1.656857E-11	1.613689E-9	1.001454E-11	8.490499E-10	1.729352E-11	2.769592E-9	1.357067E-11	0.000000E+0	-1	0.000000E+0	-1	5.506445E-1	1.042500E-2	9.156218E-10	1.064432E-11	5.732031E-1	1.007244E-2	7.075793E-10	0.000000E+0	1.192083E-9	2.844491E-12	1.605087E-9	1.085916E-11	1.794710E-9	1.810666E-11
